#ID  Vmag   (Vmag-Imag)   e_Vmag   e_(Vmag-Imag)   Mini
1286    25.7210 0.9270  0.0118  0.0216  0.8737  
1287    25.2077 0.9595  0.0088  0.0159  0.8743  
1288    23.1650 1.1636  0.0048  0.0071  0.8753  
1289    25.5004 0.7450  0.0102  0.0188  0.8776  
1290    25.5044 0.7099  0.0103  0.0189  0.8774  
1291    25.8009 0.9118  0.0124  0.0229  0.8736  
1292    25.5303 0.7686  0.0103  0.0189  0.8774  
1293    25.4228 0.9518  0.0098  0.0180  0.8741  
1294    23.7528 1.0754  0.0053  0.0083  0.8751  
1295    25.4856 0.7949  0.0101  0.0185  0.8777  
1296    25.5596 0.5661  0.0107  0.0197  0.8758  
1297    25.4777 0.9308  0.0102  0.0187  0.8740  
1298    25.4434 0.9492  0.0099  0.0182  0.8740  
1299    25.5601 0.5612  0.0108  0.0198  0.8757  
1300    25.2560 0.8571  0.0090  0.0163  0.8778  
1301    25.3262 0.9344  0.0094  0.0171  0.8741  
1302    24.6034 0.9318  0.0068  0.0117  0.8779  
1303    25.5790 0.5933  0.0108  0.0198  0.8756  
1304    25.5724 0.5860  0.0108  0.0197  0.8757  
1305    25.5040 0.9383  0.0103  0.0189  0.8740  
1306    25.5072 0.7447  0.0103  0.0188  0.8775  
1307    25.4790 0.7058  0.0102  0.0188  0.8776  
1308    24.2121 1.0484  0.0059  0.0098  0.8750  
1309    22.7906 1.2891  0.0046  0.0066  0.8754  
1310    25.5622 0.5722  0.0106  0.0195  0.8761  
1311    25.2393 0.9368  0.0090  0.0163  0.8742  
1312    23.9803 1.0461  0.0056  0.0090  0.8751  
1313    24.4943 1.0127  0.0065  0.0111  0.8748  
1314    24.7499 0.9351  0.0071  0.0125  0.8779  
1315    25.5307 0.6532  0.0105  0.0192  0.8771  
1316    24.6758 0.9939  0.0069  0.0121  0.8747  
1317    24.3555 1.0219  0.0062  0.0104  0.8749  
1318    23.6801 1.0768  0.0052  0.0082  0.8752  
1319    26.2072 0.8702  0.0166  0.0302  0.8729  
1320    25.5364 0.5918  0.0105  0.0192  0.8768  
1321    25.5716 0.5765  0.0108  0.0198  0.8756  
1322    25.5725 0.5912  0.0106  0.0195  0.8761  
1323    25.4859 0.9459  0.0102  0.0187  0.8740  
1324    25.1994 0.9444  0.0088  0.0159  0.8743  
1325    22.5244 1.3791  0.0045  0.0063  0.8754  
1326    25.4266 0.9587  0.0098  0.0180  0.8741  
